문장,성소수자,인종국적,연령,지역,종교,기타혐오,악플욕설,clean,개인지칭,성별
이명박근혜때 '할랄'어쩌고 하면서 친무슬림정책 진행했잖아 기억안나나? 교회다니는 사람들아!,0,0,0,0,1,0,0,0,1,0
아무튼 김치녀들이문제,0,0,0,0,0,0,0,0,0,1
추미매를 여자를 보는 사람이 어딨냐? 늙은 아줌마가ㅠ 상식적으로 생각해바라,0,0,0,0,0,0,1,0,1,0
요 씨발 짱깨새끼 보소1등국민 한족이란다 개씹짱퀴벌레새끼야짱퀴나 좆족이나 다 똑같은 씹버러지지 뭐가 다르냐은근 짱퀴 빠는거 딱 걸렸노,0,1,0,0,0,0,0,0,0,0
말 장난 하고 자빠졌네..ㅋㅋㅋㅋ 수준하고는,0,0,0,0,0,0,1,0,0,0
인구좀 줄여 시발 노예가 필요한 기득권층들한테나 인구감소가 재앙이지,0,0,0,0,0,0,1,0,1,0
조팔 저게 18년도 선진국에서 일어나는 일이라니 믿을수가없노 내조국 좆되기전에 무슬람 좆새끼들 막아야하노 전세계가 지구상 어디도없는 한남을 이긴 여혐좆들한테 정복당하게생겼노,0,1,0,0,0,0,0,0,1,1
표때문에 구라까는 니들보다 낫다. 동성애 하는 애들은 안철수 안뽑으면 되는거고. 괜히 주작치다가 나중에 뒷말하는 느그보다 훨 낫다,1,0,0,0,0,0,0,0,1,0
다음엔 불륜얘기좀 올려주세요. 원조교제 얘기두요. 직장인 점심식사끝나고 간다는 오피스텔 매춘도 꼭 오려주세요.,0,0,0,0,0,0,0,1,0,0
남자들은 예전과 같은데 진선미 개씹창년 당선된거보면 이나라 여성들이 그냥 보지달린 아메바임,0,0,0,0,0,0,0,0,1,1
아니 시발 불체자새끼들을 왜 ㅡㅡ,0,1,0,0,0,0,0,0,0,0
어쩌라고 자랑할게 그렇게나없냐 역겹다 자랑하지마라,0,0,0,0,0,0,1,0,0,0
갓양인이 비웃는건 참을수 있다. 근데 흑인들이 저러는건 말도 안되지. 채찍맞으면서 목화씨나 따던것들이 말야. 먹을거 주는것만으로도 감사히 여겨야지,0,1,0,0,0,0,0,0,0,0
박근혜가 좆족인 이유,0,1,0,0,0,0,0,0,1,0
ㄴ임종에서 이미 그러더놐ㅋㅋㅋ그러더니 결론은 뚱뚱한 련은 안나오게 하게 한거로 결론내더랔ㅋㅋㅋㅋ 그래도 무의식중에 알거노 지들이 쌓아올린 말들이 그냥 헛소리라는걸,0,0,0,0,0,0,1,0,0,0
급식이라 처벌안받노 페미는정신병이라고 느그들이 말했노 감형시켜줘라이기,0,0,0,0,0,0,0,0,0,1
성폭행 뒤에 분위기가 좋아졌다 호전되었다.이건 서로 즐긴거니까 강간 무죄가 뜬거지 뭘. 질혜가 철구한테 저렇게 적극적으로 섹스 해줬다면 어느 남자가 외도를 할까?? 꼴려서 무죄임,0,0,0,0,0,0,0,0,1,1
"민족이고 지랄이고 나발이고 현재 니가 존재하는 곳의 법은 지키며 살아야 존중 받지. 한국에서도 범죄자, 전과자는 여러모로 차별 받어. 괜히 출신때문에 차별 받는다고 편리하게 생각하지 마.",0,0,0,0,0,0,1,0,0,0
캬 선진국답노,0,0,0,0,0,0,0,1,0,0
일또맘 누나도 극우임 ㅋㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
틀딱+빨깽이=문재앙,0,0,1,0,0,1,0,0,1,0
이자스민 입장에선 꿀빨수있을때 왕창 빨아두려는거지모두가 다문화에대해 지금은 좋게생각하니까,0,1,0,0,0,0,0,0,1,1
존나 듣기싫네 전라도사투리,0,0,0,1,0,0,0,0,0,0
학자금 대출도 잇는데ㅅㅂ,0,0,0,0,0,0,1,0,0,0
여자들한텐 감성자극하고 정우성같은 미남배우 밀어서 세뇌시키고 남자들한텐 여자들 한번 당해봐야한단식으로 여론몰이해서 난민 받아들이자는 표수 늘리네,0,1,0,0,0,0,0,0,1,0
오세라비님은 페미니스트 아닙니다만 ^^;;,0,0,0,0,0,0,0,1,0,0
예수가 구라치라고 시키드나?,0,0,0,0,1,0,0,0,0,0
개독교 이제 얼마안남았다. 자멸할것이다.,0,0,0,0,1,0,0,0,0,0
이준석은 어려운 말을 안써서 일반인들이 이해하기가 쉬운데 진중권 말은 어려운 말 많이 써서 일반인들이 이해하기가 어려움....즉..무식한 일반인들은 공부해야....,0,0,0,0,0,1,0,0,1,0
문제인 명품의자 사더만 문슬람들 풀발기하고 따라사네,0,0,0,0,1,1,0,0,1,0
중국만 까면 박근혜 짤올라옴 ㅋㅋㅋㅋㅋ 병신 조선족새끼들 발작버튼 ㅋㅋㅋㅋ,0,1,0,0,0,0,0,0,1,0
시발 좆같아서 윤석열이 안빨면 조선족 되는거냐?틀딱들은 못말려~참고로 시진핑도 틀딱처럼 개새끼다,0,1,0,0,0,0,0,0,1,0
이자스민 그렇게 좋아하는 필리핀으로 도로 보내자추방ㄱㄱ,0,1,0,0,0,0,0,0,1,0
진보=좌파=야당=페미=꼴페미=새누리 내부의 페미=메갈=워마드=여초 한국이 노답인 이유,0,0,0,0,0,0,0,0,0,1
ㅋㅋㅋㅋㅋㅋㅋ존나웃기노 근데말잘하는듯 여자,0,0,0,0,0,0,0,1,0,0
아 내가 송영길이 지역구 주민이다 ^오^ 전라도가50프로라 송영길 무저건 당선지역 ㄷㄷ,0,0,0,1,0,0,0,0,1,0
설라도 박원순뽑은 새끼들 거의 다 똥꼬충 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,0,1,0,0,0,0,1,0
스킨헤드정도면 명예 웜상 아니노? 자댕이라 댕청하게지만 보토피아되면 가축정도론 키울수있겟노,0,0,0,0,0,0,0,0,0,1
ㄷㄷ흡성대법 미쳤네,0,0,0,0,0,0,0,1,0,0
사람은 다 똑같은 사람,0,0,0,0,0,0,0,1,0,0
진중권 탈좌파했다는 틀딱새끼들 어디갔노?,0,0,1,0,0,0,0,0,1,0
재앙이도 대가리 좆창나서 삼수해서 꾸역꾸역 경희대가는데 지잡대 앱생 인생들은 뭐란말이노이기,0,0,0,0,0,1,0,0,1,0
홍어와좆족 이젠 강용석 빨아되겠네,0,1,0,1,0,0,0,0,1,0
기업들이 만든거 달통한테 왜 서한보낸겨 이기사거리로 또 선동질하겠구먼,0,0,0,0,0,0,1,0,1,0
중궈 113마리 검출,0,1,0,0,0,0,0,0,1,0
"성평등이란 말이 남,여만 지칭한다고 생각하셨던것 같네요. 보통 분들이 다들 이렇게 생각하시지 어떻게 남,여 말고 아침엔 남자 점심엔 여자 이렇게 아주 지멋대로인 성이 있다고 생각하겠어요? 김동식 의원님 응원합니다!!",1,0,0,0,0,0,0,0,1,0
ㅗㅜㅑㅅㅂ3ㅂ,0,0,0,0,0,0,1,0,0,0
518은 폭동이고 홍어는 배척해야되지!!그래도 박근혜는 역대 최악 대통령 ㅠㅠ,0,0,0,1,0,0,0,0,1,0
이건 진짜 될놈들이다크게 될 인물...;;,0,0,0,0,0,0,1,0,0,0
사진이랑 무슨 관련임?,0,0,0,0,0,0,0,1,0,0
추다르트 언냐 멋져 하던 페미들 맨붕 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,1,1
돈도 바쳐 몸도 바쳐... 니들 목사의 노예들이구나. 성노예들~~~ 전광훈이 말이 맞네. 니들은 병신 신도들이라고...,0,0,0,0,1,0,0,0,1,0
울고불고하면 다 되는줄아나보다 하기야 문재인대똥령은 울고불고하면 법만들어 다 통과해주더라 이번엔 변희수법나오겟네,1,0,0,0,0,0,0,0,1,0
또 시발 여기서 이명박 존나 까고 있네여성부랑 이자스민 밀어주고 있는게 누구더라대북관 하나 빼고 지금 맘에 드는거 거의 없는데,0,1,0,0,0,0,0,0,1,1
"민노총은 노동자의 복지를 위해 한거고.. 전광훈,미통당은 정지척으로 지들 주머니 챙기려고 한거잖아.....목사같지도 않은 양아치와 국개멍멍이들의 작품...ㅅㅂ거ㄷ",0,0,0,0,0,1,0,0,1,0
홍어 좌빨분탕에 웜퇘지들 대거 일베로 유입되면 누가 진성일게이인지 피아식별도안되겠네 대거 모여들어 피터지는 전쟁터가 되겠구만 과연 문재앙정권에서 일베가 생존할수있을지 궁금하노,0,0,0,1,0,0,0,0,1,1
(((((((((((((()))))))))))))))),0,0,0,0,0,0,0,1,0,0
지윤아 소신이라는 단어는 이럴때 쓰는게 아니다 공부좀하자,0,0,0,0,0,0,1,0,1,0
"문가영이 이쁘진 않은데 몸매는 괜춘함, 그래도 아이유지",0,0,0,0,0,0,0,0,1,1
목회자를 성도가 판단하면 벌받는다고 하나님만이 판단하실거라고 세뇌시키는 목사들 설교가 문제다. 성도들아 회개하라..그런 방임때문에 범죄자 목사가 판을 치고 결국 기독교가 개-독이라고 욕먹는거다 아닌건 아닌거다.제발.,0,0,0,0,1,0,0,0,0,0
니네 어머니 이자스민,0,1,0,0,0,0,0,0,1,0
페미나치들 진짜 세상의 암덩어리다ㅋㅋㅋㅋ 암덩어리들은 도려내야됨ㅋㅋ 지들 혼자 딴세상 살고있는데 제발 지들말로는 우리나라보다 성평등 지수 높다는 르완다로 싹다 꺼져가지고 살았으면 좋겠다,0,0,0,0,0,0,0,0,0,1
하여튼 절라도,0,0,0,1,0,0,0,0,0,0
귀귀는 더심한데ㅋㅋㅋ귀귀는 왜 안건드리는거?,0,0,0,0,0,0,1,0,1,0
ㅋㅋㅋㅋㅋㅋ한남충 인정하는거노?,0,0,0,0,0,0,0,0,0,1
으 좆같은새끼들 그래놓고 취업난이니 살기힘드니 헬조니 이빨까는 병신들은 그대로 대가리에 총맞으면 댐,0,0,0,0,0,0,1,0,0,0
이런 필리핀에 외노자로 가서 필리피노 사장에게 쳐 맞으며 추노하던게불과 반세기도 지나기 전임ㄹㅇ 박정희는 한반도 역사상 최고의 치트키,0,1,0,0,0,0,0,0,1,0
"준석아 힘내라! 페미, 페미호소인은 정상인간이 아니다. 인간처럼 여기지 마라",0,0,0,0,0,0,0,0,1,1
페미니즘은 일종의 정신병.,0,0,0,0,0,0,0,0,0,1
박근혜 이명박 이 둘한테 아쉬운게 다문화다 씨발.,0,1,0,0,0,0,0,0,1,0
착한짱개 뒈진ㅉ 짱개인데 대중이는 뒈져도 안 착하다,0,1,0,0,0,0,0,0,1,0
정신병 걸린개독 씨발년들존나많노...,0,0,0,0,1,0,0,0,0,0
임 특보는 남은 여생을 피해여성들에게 반성하는 모습으로 살아가길 바랍니다. 역할도 못하면서 젠더특보자리만 지킨 죄.,0,0,0,0,0,0,1,0,1,0
트럼프 엄청 축복 받겠네 국민들을 살리고 바른길 가도록 만드네 ᆢ훌륭한 백성들의 아버지다 성소수자들의 반감은 당분간 가지겠지만 트렌스젠더와 동성애자들의 건강을 위해서 또 엄청난 투자를 할것이다 그냥 있을 트럼프는 아니다고 본다 코로나는 물러가겠다,1,0,0,0,0,0,0,0,1,0
언론에서 호남민심 호남민심 이지랄 하는거 개역겨움오히려 지들이 지역주의 구도 생산하는거아니냐?,0,0,0,1,0,0,0,0,0,0
머국이 연쇄살인 수사할때 냄져를 디폴트로 두고하더노,0,0,0,0,0,0,0,0,0,1
경남지사 나온 김태호가 원불교라 사드입장 뭐냐는 글 쓰고 5분만에 삭제 당했음.,0,0,0,0,0,0,0,1,0,0
어느 거지새끼들 사는 좆병신 동네 맘카페길래 수준이 저 정도냐?ㅋㅋㅋㅋㅋㅋㅋ요즘 맘카페 캡쳐 뜬 거 중에 문재앙 병신짓크리로 셀프 산업화되어가는 맘카페들이 다수인거 같던데진짜 동네 중요하다 중요해,0,0,0,0,0,1,0,0,1,1
조주빈이 손석희 언급하고 언론 잠잠해진것도 존나 웃김 ㅋㅋㅋ 만약 조주빈이가 오세훈이나 강용석을 언급했어도 저렇게 잠잠해졌을까? ㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,1,0
바퀴벌레같은 짱깨새끼들.,0,1,0,0,0,0,0,0,0,0
뜬금 없는 박근혜와 틀딱 이야기 교묘하盧 하지만 티나盧,0,0,1,0,0,0,0,0,1,0
이자스민같은년 한트럭 걎고와도 할리이저씨랑안바꿔준다 이기,0,1,0,0,0,0,0,0,1,0
ㄷ 조두순,0,0,0,0,0,0,1,0,1,0
와 씨발새끼네....애미뒤진새끼들,0,0,0,0,0,0,1,0,0,0
존나 넓네 아파트 한동 지어서 불쌍한난민무료분양하자 깨시민 효리양?,0,1,0,0,0,0,0,0,1,0
밥좀남기지마 한국새끼들아 라고하는 흑인짤 생각나노 ㅋㅋ,0,0,0,0,0,0,0,1,0,0
호영이랑 종인이 눈에는 빌게츠가 뻘갱이,0,0,0,0,0,1,0,0,1,0
바지 밑단 왜 접고 다니는거냐? 요즘 패션임?,0,0,0,0,0,0,0,1,0,0
이준 근데 평소부터 돈 잘 안쓰기로 소문났다더라,0,0,0,0,0,0,1,0,1,0
"신창원, 유영철, 정남규 하나같이 전라도 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0,0,0,1,0,0,0,0,1,0
조금만 지나면 젊은이가 노가다 기술을 배우려면 짱깨새끼들한테 배워야 한다더라,0,1,0,0,0,0,0,0,0,0
우상호ㅋㅋㅋㅋㅋㅋ 아직 시장에 당선되지 않아 모른다 ㅋㅋㅋㅋㅋㄱㅋ,0,0,0,0,0,0,1,0,1,0
ㅋㅋㅋㅋ 날카로운 일침이고병신이 병신인건 죄가 아닌데 병신이 지가 병신이라고 티내는건 죄다. 모올래 일베하는것도 쪼리는데 병신들,0,0,0,0,0,0,1,0,0,0
목사란 탈을쓰고 국민을 죽이는 사탄 무리들,0,0,0,0,1,0,0,0,0,0
사나토자키 미나 누구냐?! 이아이디 내가 기억할정도로 글 마니 올리는데 일베도 시발 선전용이냐?! 할거면 고단수로 제대로 하라고 미나토자키 사나인데 사나토자키 미나처럼 누구나 생각하는 레벨에서 하지말고,0,0,0,0,0,0,1,0,1,0
저건 똥꼬에 바르는거냐? ㄷㄷ,0,0,0,0,0,0,0,1,0,0
수준 미달인 사람들이 소위 떳다는거 하나로 12세 관람에서 성드립을 참 나라꼴,0,0,0,0,0,0,1,0,0,0
돼지 등신 꼴페미들 전략이 배려받으면 감사할줄 알아야 한다 라고 한 김나정 아나운서에게 김치녀 된장녀 이미지 뭍히기다,0,0,0,0,0,0,0,0,1,1
무쿤은 정겹고 잘가운디 슨상님은 보고싶지가않노,0,0,0,1,0,0,0,0,1,0
이자스민 한국어하냐?,0,1,0,0,0,0,0,0,1,0
교회하면 전광훈목사만 생각난다...... 여신도여 빤스를 내려~~~~라 빤스를 내리면 나를믿고 하나님을믿는것이다. 빤스를 안내리면 빨갱이다.... 전광훈목사는 사탄이고 악마여...,0,0,0,0,1,0,0,0,1,0
첫짤 애기엄마 표정 죽인다,0,0,0,0,0,0,1,0,0,0
갔다왔노. 아이디 2개로 앵나오게 돌리고 왔다이기야. 총알을 다 써서 빻은 댓글에 다 접기하고,0,0,0,0,0,0,0,1,0,0
그러면 이제 여자도 군대 가야지ㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1
실제로 조민 만나면 보빨 존나게 해댈 새끼들이 인터넷이라 막말하네 일베충들 ㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,1,1
자한당 암개들 아주 쑈를하네 노처녀인거자랑하냐?? 숫처녀냐? ㅅㅅ도안해봤냐??? ㅋㅋㅋㅋ,0,0,1,0,0,0,0,0,0,1
번식성 존나 좋네,0,0,0,0,0,0,1,0,0,0
개념없는 맘충들이 문제다 지새끼 먼지랄을해도 통제안한다 난 식당들어갔다 애세끼들 있으면 그냥 나온다,0,0,0,0,0,0,0,0,0,1
몰라뵈서 똥송합니다 ㅠ,0,1,0,0,0,0,0,0,0,0
젠신병자 반대 여혐고발시위 함 했음좋겠노,1,0,0,0,0,1,0,0,0,0
강남 20~30평대 오피스텔이 단기로 월120~150에서 좆주작소설,0,0,0,0,0,0,1,0,0,0
칼로 김치좆 배때지 다 쑤셔불고싶노,0,0,0,0,0,0,0,0,0,1
하든 말든 상관 없는데에이즈 걸리고 돈 달라는 소리 하지 말고 자기들끼리만 조용히 했으면 좋겠음.,1,0,0,0,0,0,0,0,0,0
신천지 당장 해체시키고 교주 이만희는 끌어내어 처형해라,0,0,0,0,1,0,0,0,1,0
트럼프가 빨리 중국 조져야지 그것만이 답,0,1,0,0,0,0,0,0,1,0
저정도면 북괴입장에선 존나 다행아니노?정은이 보는앞에서 발사대랑 같이터지면 몇백마리 모가지될건데,0,1,0,0,0,0,0,0,1,0
개돼지가 태반인 나라. 똑같은 잘못을 해도 여자가 하면 죽도록 까이고 스토커처럼 물고 늘어지지만 더한 짓을 하는 자집놈은 아무도 관심이 없음. 여혐이 온국민 스포츠,0,0,0,0,0,0,0,0,0,1
목사가 바보스런 모습을 보여주면 되겠는가?,0,0,0,0,1,0,0,0,0,0
전라도=일본 아닌가? 백제 망하고 큐슈로 다 넘어가서 성진국 만든 것 아닌가?,0,1,0,1,0,0,0,0,0,0
트럼프 솔직히 백인양키 입장에서는 존나 사이다일듯병신같은 감정에 호소하는 선비같은 새끼들 빼고,0,1,0,0,0,0,0,0,1,0
오거돈 같튼 눔이네,0,0,0,0,0,0,1,0,1,0
ㄹㅇ 윾내심하노,0,0,0,0,0,0,1,0,0,0
전라도에 저런 경찰이 있다니 믿을수 없다. 거긴 섬인데,0,0,0,1,0,0,0,0,0,0
장기복무떨어졌네,0,0,0,0,0,0,0,1,0,0
ㅋㅋㅋ 홍카콜라할땐 언제고 인제는 문카콜라냐? 일게이새끼들 김치녀마냥 유행타는거보소,0,0,0,0,0,0,0,0,1,1
이분 빵셔틀,0,0,0,0,0,0,1,0,0,0
간철수지지 = 전라도사랑,0,0,0,1,0,0,0,0,1,0
더러운 홍어새끼들,0,0,0,1,0,0,0,0,0,0
이러면 여자들은 줄리엔강 사진들고온다 ㅅㅂ아 ㅠㅠㅠ,0,0,0,0,0,0,1,0,1,0
갓럼프가 되야지만검머외 개새끼들 조질수있음,0,1,0,0,0,0,0,0,1,0
2만원주고 제사상도 채려주노? 가성비만 따지는 꽁치에 개복치노 나같으면 조상 좆도 못신다고 자괴감 들어서 할복한다 이기야,0,0,0,0,0,0,0,0,0,1
철저하게 비즈니스적으로 보면 보빨이벤트 하는게 좋다 가정의 왠만한 경제적 결정권은 다 마누라한테 있어서장보고 외식하고 그런것도 다 여자가 고르고 소비하니까 이벤트 한다면 이런얘들 위주로 하겠지,0,0,0,0,0,0,0,0,0,1
트젠새끼도 페미인거 아냐?최한빛 그새끼 사상 완전 페미나치 그자체임 ㅋㅋㅋ,1,0,0,0,0,0,0,0,1,1
혹시 좌재동 도?,0,0,0,0,0,0,1,0,1,0
얘는....뭐...군대갔다왔고 예비군까지 다받았는데심심하면 불려가서 뺑뺑이뺑뺑이 다 쳤으니까.....인정,0,0,0,0,0,0,0,1,0,0
레이디무현의ㄲㅋ 똥남아,0,1,0,0,0,0,0,0,1,0
삼일한 정신이 알라에게도 있었노?,0,0,0,0,1,0,0,0,0,1
굶어뒈지거나말거나 무슬림도 짱깨와같이 지구에서 도려내야 되는 미개한 종족임,0,1,0,0,0,0,0,0,0,0
니들 또 빤스만 입고 나올거냐??,0,0,0,0,0,0,1,0,0,0
조팔 이 댓글 쓰려고 왔는데 통해뿟노 ㅋㅋㅋㅋ 허파는 나 달라 이기야 삶아먹을거노,0,0,0,0,0,0,0,1,0,0
"근데 저래봐야 보겸,철구 덕분에 아줌마들 페미 주입 사전차단당함 ㅋㅋㅋ 요즘 초딩들 유튜브 덕에 교육 철저히 잘 되어가고있음",0,0,0,0,0,0,0,0,1,1
카다피만 안조졌으면 이사단 안났을듯,0,0,0,0,0,0,1,0,1,0
결국 세금타령이네 ㅋㅋㅋㅋ 정치참여 안 해도 세금부과하면 클린한 거 아니냐 지지는 못받겠지,0,0,0,0,0,0,0,1,0,0
게임사 잘했다. 언론들과 페미깡페들 준동하네 기생충들,0,0,0,0,0,1,0,0,0,1
도대체 남자가 받은 특권이 뭐죠? 몰라서 그러는대 페미라고 하는사람들 있으면 이야기좀 해보세요.남자라서 받은 특권이 뭐가 있죠?,0,0,0,0,0,0,0,0,0,1
민정이 세벽2시 여의도에서 촬영하는데 아무도 없고 나랑 내친구만 바로앞에서 보고 인사했는데 눈이 와 작살난다,0,0,0,0,0,0,0,1,0,0
아따 우덜 고장으 미풍양속 세시풍속 생활스뽀쓰인데외지인들이 겁박하려 한당게슨상님 계실즉엔 이런일 읎었는디,0,0,0,1,0,0,0,0,1,0
진우 이놈아야 얼굴 떡하니 안티페미짓하다 니 인생 골로갈지 모르노 밤길 조심해라 이기,0,0,0,0,0,0,1,0,1,0
왜 신부들이 저런 지랄하면서 신도들을 성당에서 발걸음 돌리도록 하는지 모르겠따,0,0,0,0,0,0,1,0,0,0
메르켈 총리 지나가기 전과 지나간 직후 면상 변하는거 봐라 저새끼 진짜 지가 있으면 안되는 자리에 꿔다논 보릿자루인 거 흑좆나 심각하게 드러나노,0,0,0,0,0,0,1,0,1,0
솔직히 한국에서 태어나서 박정희 욕하는새끼는 간첩이거나 전라도새끼임 ㄹㅇㅍㅌ ㅂㅂㅂㄱ,0,0,0,1,0,0,0,0,1,0
진중권이 나이가 60대에 근접하니 요새 20대 남자들이 부딪히는 페미문제에 대해 무지할수 밖에. 중권이 틀ㄸ티가 난다.,0,0,1,0,0,0,0,0,1,0
재발개을 위한 지방 의회에 조례제정을 여성비하 및 정부욕하는데 써먹는데 추천을 하고 있으니 답답하다.,0,0,0,0,0,0,1,0,0,0
아쿠아맨 꿀잼일까?? 엠버허드 젖탱이 까냐??,0,0,0,0,0,0,1,0,1,0
아니 머리 말리기 귀찮아서 짧게 짤랐더니 여자좋아하냐거 물았던 부장 생각나네,0,0,0,0,0,0,0,1,0,0
자꾸 남녀 탓하게 조장하는데 사실은 사회탓. 인간을 인간대우 해주고 우리가 권리를 주장하면 되는데.. 불쌍한 사람들끼리 서로 탓하고 견제하며 권력 가진놈들 좋은 일만 시키는거지 성범죄는 예외..,0,0,0,0,0,0,1,0,0,0
여자의 적은 여자다 = 임순영 좌파,0,0,0,0,0,1,0,0,1,1
너거들도 더도말고 덜도말고 딱 똑같이 당해라 하기사 하는짓이 딱 거진데 창업할 돈이냐 있겠냐 호쌍새들아,0,0,0,0,0,0,1,0,0,0
중국몽 미치광이 재앙이 떄문에 한국인도 전면 입국금지각이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ중국인 입국 금지 안해서 한국인이 입국 금지 당하게 생김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,1,0
이자스민은 누가 뽑았냐. 써글 비례대표라 누가 왜 뽑았는지 알수도 없지.,0,1,0,0,0,0,0,0,1,0
일단 노무현 존나 질림 12년째 지랄하는건데 소스도 다끝난지가 몇년 지남그리고 씹 노인새끼들이 노무현 빨아줄생각도 없어보임그냥 뉴페이스 최태민 빨면 되는거임,0,0,1,0,0,0,0,0,1,0
태국에서 보낸 자객인가,0,0,0,0,0,0,0,1,0,0
쓰레기다. 상종하지 마라.,0,0,0,0,0,0,1,0,0,0
궁금한게 젠더 특보는 남자야?여자야? 설마 트랜스젠더? 문디제스터,1,0,0,0,0,0,0,0,1,0
빨갱이 담당일찐 조용기 목사ㅋㅋㅋㅋㅋㅋㅋ 조용기 목사님 예전에 비해 많이 쇠약해보이시던데 오래 사셨음 좋겠다,0,0,0,0,0,1,0,0,1,0
시발 똥 싸라고 있는 곳에 좆질을 왜 하냐 ㅅㅂ,1,0,0,0,0,0,0,0,0,0
ㅎㅎㅎ 재앙이 같이 생겼네 일루미나티 짱깨ㅅㅋ,0,1,0,0,0,0,0,0,1,0
문재앙 섹파자나. 저번 행불때 사실 저 새끼 똥꼬에 오지게 박아대서 자지가 문드러저 치료받은 거라더라,1,0,0,0,0,0,0,0,1,0
마계인천에 짱깨? 대마계촌 이노 씨발ㅋㅋ,0,1,0,1,0,0,0,0,0,0
와....저거 여자 나체 그림이었어봐라. 백프로 성적 모욕이니 뭐니 해서 난리났을텐데...진짜 이 나라는 너무 비상식적이다.게이 세끼들은 스스롤르 얼마나 성적으로,1,0,0,0,0,0,0,0,0,0
게이클럽 해놓고서 숨어들게하고 코로나퍼트려 문통 힘들게하려는 언론들의 개수작 이라는 소설~~~~,0,0,0,0,0,0,1,0,1,0
ㅇㄱㄹㅇㅍㅌ뭐 이명박 다문화도 박근혜랑 겹치는 점이 좀 있긴한데박근혜는 뭔 여자랑 다문화에 서민 증세해서 퍼주니 더 싫음. 특히 자동차세 ㅋㅋㅋ,0,1,0,0,0,0,0,0,1,1
진심 한남들 심각하게 운동안하노 진짜 근육있는 새낄 제대로 못봤노 그나마 예전엔(원빈 똥방신끼 세대) 남배우 좆돌 안가리고 초콜릿 복근 식스팩 뭐뭐 열풍이기까진 했는데 요샌 무작정 착즙의 향연에 평균수준이 갈수록 더 구려지는거 같노 도태각이 몹시 날카롭다 이기,0,0,0,0,0,0,0,0,1,1
틀딱에 틀무새도 포함 된거 모르냐어느쪽일진 확실히 모름,0,0,1,0,0,0,0,0,0,0
이자스민정도면 주절먹,0,1,0,0,0,0,0,0,1,1
어우 심했노,0,0,0,0,0,0,0,1,0,0
ㅎㅎㅎㅎ뭐 어쩌라고 트젠 여혐 오지게하면서 여자들에게 연대하라는 심보는 뭐임 ? ㅋㅋㅋㅋㅋㅋㅋ연대맡겨놓음? 한남들아 니들은 여혐이나 하지말어 소수자 혐오하는 주계층이 한남이면서 지들이 안 하는거 여자는 왜 안해 빼애액 앵간해 우습다,0,0,0,0,0,0,0,0,0,1
"쫄리지? 여기저기 눈치 보니, 이젠 도망가고 싶지? 난파선위 쥐꼴.",0,0,0,0,0,0,1,0,0,0
홍준표 진짜 싫다 난 김진태 지지했고 낙마후 남재준 지지했었다준표가 싫지만 이런 부류가 대통령되는건 싫다를 넘어서 위기감을 느낀다 좆족이라니? 조옺족? 씨팔!,0,1,0,0,0,0,0,0,1,0
이낙연 본관 = 전라도 전주 이씨이낙연 고향 = 전라도 영광까보전,0,0,0,1,0,0,0,0,1,0
딸쳐도 직후 현자타임 잠깐 그때뿐이다.,0,0,0,0,0,0,1,0,0,0
닭년 - 여성부 > 여성가족부로 확장다문화 지원 예산 증가닭빠들 부들부들!닭년 - 여성부 > 여성가족부로 확장다문화 지원 예산 증가닭빠들 부들부들!닭년 - 여성부 > 여성가족부로 확장다문화 지원 예산 증가닭빠들 부들부들!,0,0,0,0,0,0,0,0,1,1
남자도 정신적 생리 가능함 생리휴가 가즈아,0,0,0,0,0,0,0,0,0,1
이자스민따위가 서울대 법대 강용석을....?,0,1,0,0,0,0,0,0,1,0
에릭슨이 그런 아픔을 가진 분인지 몰랐네요  악한 자들은 자신들 밖에 모릅니다.  동성애가 자신들의 인권이면 탈동성애 또한 탈동성애자들의 인권입니다.,1,0,0,0,0,0,0,0,1,0
"ㄴㄴ 저정도는 메갈충이 아님메갈,워마드 가면 원빈,송중기,강동원,서강준아무리 잘생겨도 전부다 한남충이라고 욕함ㅋㅋㅋㅋㅋㅋ저정도 반응은 메갈 접한지 얼마안된 반응임",0,0,0,0,0,0,0,0,1,1
"미투운동= 꽃뱀 지지 운동, 주로 창녀 출신들이 주를 이루어 행해지고 있다. 물론 잘나가는 창녀들 말고, 한물간...김지은 = 꽃뱀 백퍼!",0,0,0,0,0,1,0,0,1,1
