문장,성소수자,인종국적,연령,지역,종교,기타혐오,악플욕설,clean,개인지칭,성별
저런 좃병신 새끼들은 어디가면 보냐?아직 내 주위에선 못봐서 궁금하다이기,0,0,0,0,0,0,1,0,0,0
"레알 극혐, 자지도 빨고싶고 보지도 바꼬싶어하겠지",1,0,0,0,0,0,0,0,0,0
끼리끼리산다고 목사가 아니고 살마인마 부부고만,0,0,0,0,1,0,0,0,0,0
함께아는 친구 92명? 글쓴이가 찍은거는 아니지만 찍은놈도 홍어내,0,0,0,1,0,0,0,0,0,0
이게 시발 진짜 예술인이지 ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
독도가 일본 땅이다고 주장하는걸 인정하고자 참가하려는 정부 평창올림픽때 독도 우리땅이라는걸 지운 대한민국 나라가 이 모양이니 개나소나 목사하는 대한민국,0,0,0,0,1,0,0,0,0,0
다른 나라들도 심한걸로 알고있음,0,0,0,0,0,0,0,1,0,0
제꾀에 제가 속는다는 말이 있찌 작업자득이다,0,0,0,0,0,0,0,1,0,0
'낮잡아 이르는 말',0,0,0,0,0,0,0,1,0,0
수정했다 익이 ^^,0,0,0,0,0,0,0,1,0,0
숙명여고 댄스부라고 막짤에 안보이냐..어디 학교 채플실 강당 같은데에서 댄스부 공연하는거 같구만 선동ㅈㅎ,0,0,0,0,0,0,1,0,0,0
근데 저런건 어떻게 수화로 표현하노?,0,0,0,0,0,0,0,1,0,0
물이 와이라노 슨상님계실적엔 이런일이없었당께 아따 이상하지않는겨,0,0,0,0,0,0,1,0,0,0
기자가 영화를 아예 못본거같은데미드웨이가 다른 전쟁영화와는 다른게 단순 일본을 악으로 묘사하지 않고 그들의 국민과 나라를 위해 자기 목숨 하나쯤은 아무렇지 않게 내놓는 무사도 마냥 그려놨던데,0,0,0,0,0,0,0,1,0,0
눈물한방울 안흘리구만 억지울음쇼,0,0,0,0,0,0,1,0,0,0
노명우 교수님이 철장속에 갇혔네,0,0,0,0,0,0,0,1,0,0
ㅋㅋㅋ왜쪼냐그냥노합의로집유받으면됨저앙망문을판사한테쓰는게더현명한거임,0,0,0,0,0,0,0,1,0,0
빨렙들은 믿지말라노헬조선도 남도쪽으로 가면 짜짐홍통일체라노청도 밑으론 다 못 먹겠음그래서 되도록 그쪽밑으론 안 내려감,0,0,0,1,0,0,0,0,0,0
아 동성애 개새끼 똥꼬충 개새끼하나님 개씹새끼 게이들한테 돌림빵당하는넘~~~,1,0,0,0,0,0,0,0,0,0
참고로 부천국제영화제에서 ^려성^스러운 특별전도 한다 <무서운 여자들: 괴물 혹은 악녀>라고 주인공들이 마구 썰어죽이는 영화만 모아서 상영함,0,0,0,0,0,0,0,1,0,0
이건 좀 자세한 정보가 필요한데??퇴학이 그렇게 쉽나?,0,0,0,0,0,0,0,1,0,0
이새끼 닮았는데?? 좆다니엘 점마 짱깨핏줄인듯,0,1,0,0,0,0,0,0,1,0
경찰이 쫓아가는거야?방속국애들이 쫓아가는거야?,0,0,0,0,0,0,0,1,0,0
"남배우는 씨발? ㅋㅋㅋㅋ제에발 페미니즘 에쎄이 몇 권 읽었다고 잘 배운 척좀 안 했으면 싶다.정작 저것들 울프가 어느 시대, 어느 나라 사람이냐 물으면 데꿀멍할텐데.보부아르 읽고 까불란 말은 안 할테니 제발 공부좀 하고 설쳐라",0,0,0,0,0,0,1,0,0,0
사진한장 올려놓은거만 보고 600만원 바로 입금한사람이 70명이나 된다는게 더 놀랍다.,0,0,0,0,0,0,0,1,0,0
전쟁한다 이기야!,0,0,0,0,0,0,0,1,0,0
"뻥까시네. 네이버나 국민은행 사이트에서 1분만 검색하면 알 수 있는 것을 남자는 부동산은 모른다고, 재산  신고사항에 KAI주식, 2주택등 내역을 보니 모르긴 뭘 몰라 개똥을 몰라.",0,0,0,0,0,0,1,0,0,0
막심 한국 안옴???,0,0,0,0,0,0,0,1,0,0
대응할수 있는데 참는척^^ 앞에선 찍소리도 못해놓고 쿨하고 아무렇지 않은 나인척^^,0,0,0,0,0,0,0,1,0,0
성지글은 ㅇㅊ야,0,0,0,0,0,0,0,1,0,0
일게이들 로망아니노,0,0,0,0,0,0,0,1,0,0
제 2 히틀러 성님과 제2 나치 부활 선언 영구존재지구를 잡아 삼켜 위대한 도이췰란트가 영구 지배해야 한다,0,0,0,0,0,0,1,0,0,0
진짜면 소름인데....,0,0,0,0,0,0,0,1,0,0
지금 보니 동전 넣은 사람(자집)과 동전(좆물)은 분리되어 있는데 여자=자궁=자판기로 분리가 안 돼 있노. 여자는 걸어다니는 자궁이노.,0,0,0,0,0,0,0,0,0,1
공동체 지키려다 ? 이런 게 한국에 있기는 하남? 오로지 내편만 지키고 내편만이 더 잘 살자고 궁민을 갈라쳐 찢어놓잖아. 네편은 두들겨 패면서 펑회공징징의를 외치는데 공동체는 무슨. 아~~ 내편만의 공동체?,0,0,0,0,0,0,0,1,0,0
이준석 안되면 국민의힘은 나락이다.,0,0,0,0,0,0,1,0,0,0
대구만 그렇겠냐대한민국 어딜가도 마찬가지지,0,0,0,0,0,0,0,1,0,0
에이즈 치료는 100 % 정부지원이란거 알고계셨나요? 항문 OO 은 에이즈감염의 주된 원입입니다. 방관하지맙시다.,1,0,0,0,0,0,0,0,0,0
"마지막 때가 되니 사람들이 갈수록 물질적인것 , 육신적인것에 집착하는듯 너희도 하루빨리 구원받아놔라",0,0,0,0,0,0,0,1,0,0
죽을때까지 때린거다.,0,0,0,0,0,0,0,1,0,0
"영국자체가 eu와 크게 관련없어서 저런거다 일단 섬나라에 독자적인화폐 파운드가 생각보다 쌔고 ,굳이 유로화 바꿀필요도없었으며 과거부터 툭하면 탈퇴하겠다고 떠들던나라임 ㅇㅇ 묶여있는것도없고 공동방위니뭐니해도 육상으로묶인나라도아니여서 이점도크게없었다",0,0,0,0,0,0,0,1,0,0
열등감에 쩔어 있어서 그래.사람들에게 고향 어디냐고 물어 보면 다른 지역은 바로 말하는데 전라도는 한박자 쉬고 말하던가 아니면 읍이나 면을 말하고 그게 어디냐고 다시 물으면 그때 '쩌~기 어디어디 옆이야' 이렇게 말한다.,0,0,0,1,0,0,0,0,0,0
신상털리면 공유좀 화력지원가게 ㅋ,0,0,0,0,0,0,0,1,0,0
뭔소리야 가능충 게이들 얼마나 많은데..,1,0,0,0,0,0,0,0,0,0
답답했던 부분이 확 뚫리는 글이노. 내가할수있는일이 뭘지 심사숙고해보겠노.,0,0,0,0,0,0,0,1,0,0
사건의 전말,0,0,0,0,0,0,0,1,0,0
모든 김치년들이 메갈을 하지는 않지만메갈을 하는 모든년들은 김치년이다,0,0,0,0,0,0,0,0,0,1
제우스 믿던 그리스 시절부터 과학 철학 남달랐던 새끼들이 종교에 빠져 중세와서 운지하고 이슬람 새끼들이 수학 과학 더 앞섰던 시기도 있었는데 기독교 타령 ㅋㅋ 종교재판 받은 과학자들 ㅈㄴ 억울하겠네,0,0,0,0,1,0,0,0,0,0
너츠크래커로 부랄 ^똑딱^ 하면 되는거노? 부랄 까면 뭐 나올지 궁금하다이기야 나는 한번 호기심들면 못 참는 년이라 지금 당장 확인하러 가노 마침 집에 애비와 너츠크래커가 있노,0,0,0,0,0,0,0,0,0,1
나도 기독교인인데 성경 잘못 해석하는건 진짜 아니라고 본다.,0,0,0,0,0,0,0,1,0,0
성소수자 혐오가 아닌 비정상 혐오가 맞음,1,0,0,0,0,0,0,0,0,0
씨발 세금도 안내는 개새끼들,0,0,0,0,0,0,1,0,0,0
일베 컨셉질과 ㄹㅇ 병신을 구분 못하면 저리 됨,0,0,0,0,0,0,1,0,0,0
초상권침해아니노,0,0,0,0,0,0,0,1,0,0
악마의 유혹에 넘어가셨노,0,0,0,0,0,0,1,0,0,0
공안검사 황교안~~ 나경원 아들 딸 비리~~ 장제원 아들사고~~~ 니들 입에서 아무리 정의를 외쳐도 진정성이 느껴지질 않는다 한국당도 아웃,0,0,0,0,0,0,1,0,0,0
결혼했는데 마누라가 저지랄떨면 바로 명치때릴거임,0,0,0,0,0,0,0,0,0,1
애새끼가 무슨 할인 쿠폰이나 상품증정권으로 아는 맘충들 않음시발 보지도 돈받고 파니까 지 보지에서 캐쉬백이라도 생성되는 줄 아나,0,0,0,0,0,0,0,0,0,1
벌금 700만원이 끝이고 다른 조치는 없냐? 보복해서 지 딸 죽이겠는데 저러다,0,0,0,0,0,0,1,0,0,0
일부만 보고 전체를 판단하지 마세요. 어떤 목사가 일부일지는 각자가...,0,0,0,0,0,0,0,1,0,0
개 좆같은 똥남아 씨발련이 국개의원 됐다고 존나 유새부리고 다니네 개썅년이 살살 빨아 쟤껴주니 뵈는게 없어,0,1,0,0,0,0,0,0,0,1
요즘 남자들 너무 예민하내요 예능은 좀 예능으로 보세요 남자분들 진짜 남자묻으면 노잼된단게 이런건가;,0,0,0,0,0,0,0,0,0,1
Hình xăm đẹp.베트콩 새끼들도 이쁜년은 존나 꼴릿하던데 씨벌 ㅠㅠ,0,1,0,0,0,0,0,0,0,1
스타...총잡이...틀딱이 또!,0,0,1,0,0,0,0,0,0,0
연세대였으면 뺴박 관X원교였을텐데정X장애인이 샤대였나? 이미 졸업했겠노 ㅇㄱㅇㄱ 동성애자들이 우기고 우겨서 몇십년만에 정상인 인증받아낸것처럼앞으론 동물성애자나 아동성애자들도 정상인으로 취급받을 날이 올거다 말세지 말세 ㅉㅉ,1,0,0,0,0,0,0,0,0,0
제발 어디가서 일베충이라고 말하지 말아줘,0,0,0,0,0,0,0,1,0,0
마이펜라이 X ---> 마이뺀라이가 맞다..그리고 트랜스젠더는 태국말로 커터이라고 한다...알아둬라!!그치만 올리느랴 고생했으므로 일베,1,0,0,0,0,0,0,0,0,0
진짜 일베를 하면서 궁금한거 딱 하나있는데 우리나라는 초등학교랑 중학교까지 의무교육아니냐?어떻게된게 이 앰창히키찐따 일게이새끼들은 매우 기초적인 맞춤법도 맨날 틀리고 모르냐 씨발 진짜 궁금함,0,0,0,0,0,0,1,0,0,0
어떤놈 잠은오냐??????,0,0,0,0,0,0,1,0,0,0
시민들 지켜보는데.. 울상짓고 행동이 흐트리지고 그러면 안된다는...... 미국 유럽문화에서는 동성애 트랜스 잰더등등 자연스럽게 접하는데.. 관념의 자유 추구하는 미국이 부러울정도라는..,0,0,0,0,0,0,0,1,0,0
또 다른 차별과 갈등을 부추기는 나쁜 사람!!,0,0,0,0,0,0,0,1,0,0
다들 몸이 좋노 ㄷㄷㄷ,0,0,0,0,0,0,0,1,0,0
"놔가... 이,,뇬아..!!! 개~~ 웃기노..ㅋ.ㅋ",0,0,0,0,0,0,0,1,0,0
작성자 공익이냐?,0,0,0,0,0,0,1,0,0,0
캐나다도 좋겠다,0,0,0,0,0,0,0,1,0,0
후기 반드시 올려라,0,0,0,0,0,0,0,1,0,0
신안 욕하면 일베임?? ㅋㅋㅋ 전라도새끼들 수준,0,0,0,1,0,0,0,0,0,0
혹시나했는데 돼지년이네...,0,0,0,0,0,0,0,0,0,1
트럼프가 빨리 중국 조져야지 그것만이 답,0,1,0,0,0,0,0,0,1,0
하나님앞에서 언제나 부끄럼없는이 되길~^^,0,0,0,0,0,0,0,1,0,0
김치와 틀탁은 뒤져야 한다는게 여기서 나오네,0,0,1,0,0,0,0,0,0,1
"신은 없겠지, 아직까지는... 적법절차도 없이 사람죽여대도 최고자리에서 호의호식하는 것 보면...",0,0,0,0,0,0,0,1,0,0
응 똥꼬충 수명 30년 ㅋㅋㅋㅋㅋ,1,0,0,0,0,0,0,0,0,0
한국교회가 국민에게 꿈과 위로를 주는 역할을 하길바랍니다,0,0,0,0,0,0,0,1,0,0
ㄹㅇ 저걸 콘돔이라 하는 새끼들은 콘돔 볼 일도 없는 새끼임 저거 손가락에 끼고 돌돌말면서 정리하면 콘돔같다고 장난질은 칠 수 있음ㅇㅇ,0,0,0,0,0,0,1,0,0,0
다인종은 그렇다 치더라도 다문화는 나라를 좀 먹을 뿐이다,0,1,0,0,0,0,0,0,0,0
'경상도' 한 단어로 설명가능한 상황,0,0,0,1,0,0,0,0,0,0
저기가 그 동성론가 뭔가 하는 데냐,0,0,0,0,0,0,0,1,0,0
"극우와 포퓰리즘의 만남이라,,",0,0,0,0,0,0,0,1,0,0
ㄹㄹ 살아있는 공해임,0,0,0,0,0,0,1,0,0,0
이런걸 디씨 이여초갤에 퍼트리면 좋다,0,0,0,0,0,0,0,1,0,0
개쌍도 새끼들ㅋㅋㅋㅋㅋㅋ어휴,0,0,0,1,0,0,0,0,0,0
결혼당시야 사랑했겠지. 사랑의 유효기간이 짧았을뿐.,0,0,0,0,0,0,0,1,0,0
개꿀빨던거 평등해시는거지,0,0,0,0,0,0,0,1,0,0
싫은 것도 공존하는거지,0,0,0,0,0,0,0,1,0,0
뭐라는거냐 좆병신 축제에 차별 할수있는거지 저런 좆병신들 파티에 할배가 참여 하고 못하고가 뭐가 중요하냐 그냥 못하게 해야지,1,0,0,0,0,0,0,0,0,0
친절한 설명충 나와라라임 사건이 뭐냐?,0,0,0,0,0,0,0,1,0,0
코로나=틀딱병,0,0,1,0,0,0,0,0,0,0
일베 논란 예약꼭 성공해라 ㅋㅋ,0,0,0,0,0,0,0,1,0,0
동성애로 인해 고통받는 이들을 불쌍히 여길 줄 알아야 한다.,1,0,0,0,0,0,0,0,0,0
경제10위국이명동때문인줄아노,0,0,0,0,0,0,0,1,0,0
외부인이 안방들어와서 대놓고 주인행세 ㅎㅎ,0,0,0,0,0,0,1,0,0,0
비합리적이긴하다만 일베한답시고 일자리 해고시키던 사건들은 싹 입다물던사람들이 이러니 역겹네요,0,0,0,0,0,0,1,0,0,0
유충 때부터 낙태했어야했노.,0,0,0,0,0,0,0,0,0,1
이새끼 성추행 발언 존나 했구만 ㅋㅋㅋ그러니까 지가 쓴 댓글에 대해서는 언급안하지,0,0,0,0,0,0,1,0,0,0
난 하나님의 큰 뜻에 따라 개독교새끼들을 깐다이기.. 믿어라,0,0,0,0,1,0,0,0,0,0
찍힐짓했노ㅉㅉ 여성분이 보지답게 이성적이고 침착했기에 망정이지 나였으면 벌써 살인사건 기사났다 이기야,0,0,0,0,0,0,0,1,0,0
엽기적이네요 추악한,0,0,0,0,0,0,1,0,0,0
진짜 한숨만 나온다 저런 말씀 믿는 신도들은 세상에서 제일 무지하고 불쌍한 사람들이다 하느님이 거둬가시길..,0,0,0,0,1,0,0,0,0,0
당장실행해야하노. 애초에 유흥탐정과 연계해서 실행햇어야할 프젝이엇노 블루오션이다이기야,0,0,0,0,0,0,0,1,0,0
레알이긴함ㅋㅋ,0,0,0,0,0,0,0,1,0,0
아미타불관세음보살,0,0,0,0,0,0,0,1,0,0
통과해봤자 대통령이 거부권행사할게 뻔함,0,0,0,0,0,0,0,1,0,0
인종차별 받는건 전혀 고려 안하네..,0,0,0,0,0,0,0,1,0,0
길가다 삭발한년들은 줘패도 된다는 법안이 필요하다. 씨발년들,0,0,0,0,0,0,1,0,0,0
카르텔 모르냐? 신고를 그짝에 하지말고 서울본청에 했어야지,0,0,0,0,0,0,0,1,0,0
슴기고 싶은 과거를 왜 자꾸 들춰내노 시바꺼역사는 지어내는거다. 역사는 승리자의것이고과거는 과거일뿐,0,0,0,0,0,0,0,1,0,0
또 하나가 애초에 인간의 머리로는 신을 이해할수 없다면서 그냥 믿으라고 함 ㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
생각의 전환을좀 하자 5년 10년동안 전화 안오는 사람들 01x 번호라 전화 안하는거야...바뀌었을거라 생각해서...니네가 뭔저 연락하며 살아라 전화오길 기다리지말고,0,0,0,0,0,0,0,1,0,0
미ㅊ 나라 또 있네,0,0,0,0,0,0,1,0,0,0
하도 보수집회 물고 늘어지니 차량 시위라도 하겠다는건데 그런거에 대한 자유도 박탈하는 쓰레기 정부.. 솔직히 이정부도 코로나만 아니었으면 벌써 끝나고도 남았다. 이렇게 엿같은 나라꼬라지는 처음이네. 내로남불의 극치,0,0,0,0,0,0,1,0,0,0
근데 통계가정확하진 않네,0,0,0,0,0,0,0,1,0,0
당연하지; 북한은 다같이못살고 한국은 상류층과 차이는 많이나는데 흙수저라도 밥은 안 굶고 다니잖아,0,0,0,0,0,0,0,1,0,0
야 왜 하나님만나서 얘기안하면. 신앙에해끼친다하지?  만나러가라.다같이.,0,0,0,0,1,0,0,0,0,0
전라도 섬노예로쓰면되는데 그치?,0,0,0,1,0,0,0,0,0,0
저도 윤희숙 의원님 응원합니다...^^,0,0,0,0,0,0,0,1,0,0
웜 없었을 때는 페미가 욕 안 먹었는 줄 아노? 그새 꼴페미 메갈년 시절 잊어뿟노 66너 웜이지? 99 66난 웜 아니거든!99 처럼 상대방한테 끌려다니는 화법 하고싶노? 이 글 전적으로 동의하노,0,0,0,0,0,0,1,0,0,0
이혼 당하고,0,0,0,0,0,0,0,1,0,0
나도 후원하고싶노 그리고 유료방 동의한다 이기야,0,0,0,0,0,0,0,1,0,0
879 아가씨 패러디 문구노 찾아봐라이니,0,0,0,0,0,0,0,1,0,0
"쉴드치는 빡대가리들아, 애초에 한 성별을 제외하고 서비스 하는게 성차별이다. 성별을 바꿔서 생각해봐라 저게 말이 되는 소리인지.너 같은 놈들 때문에 우리나라에 여성 전용 주차장, 도서관, 지하철이 생기는거야. 여성 특권국이냐 대한민국이?",0,0,0,0,0,0,0,0,0,1
천박한 쌍놈들은 도대체 왜이렇게 부심이 쩌냐 ;;,0,0,0,1,0,0,0,0,0,0
"5급 공채 유예없이 폐지하고 5급 특채만 전원 뽑는단다. 그럼 그 특채자리 누가 들어갈것같냐 """,0,0,0,0,0,0,0,1,0,0
관련주 뭐가 있냐?모나미 신성통상 말고...쌀관련주,0,0,0,0,0,0,0,1,0,0
가정에서는 이미 여권이 대세다.,0,0,0,0,0,0,0,1,0,0
시발 돈고충으로 가즈아!!!!!!!!!!,1,0,0,0,0,0,0,0,0,0
난 이해가 된다. 일게이들도 탈 조선하면 저리 될 놈들 많다 ㅇㅇ,0,0,0,0,0,0,0,1,0,0
국제자본권력이 국가권력 약화시킬려고 저딴사상 퍼뜨리고 수작부리는거잖아 할짓없어서 저러는게 아니야 다이유가 있지,0,0,0,0,0,0,0,1,0,0
그냥 집에서 마음으로 하느님믿어 먹사를믿지말구,0,0,0,0,1,0,0,0,0,0
그저 남의 일로만 보인다 어느쪽도 우리한테 마냥 좋은 넘들이 아님,0,0,0,0,0,0,1,0,0,0
외국 범죄학 강의에서도 우리나라 주민등록제랑 지문수집제도가 모범사례로 나온대더라,0,0,0,0,0,0,0,1,0,0
근데 이건 이이제이 아니냐,0,0,0,0,0,0,0,1,0,0
오늘 내일하는 뜰딱새끼들이 뒤져 죽어 뒤져 죽어 죽어,0,0,1,0,0,0,0,0,0,0
나는 리버럴 패앱니스트다 애비를 몽둥이로 찜질하는 건 내 자유니 효도코르셋이라 하지말라이기!!!,0,0,0,0,0,0,0,0,0,1
현자가 되어서 책을 읽다니,0,0,0,0,0,0,0,1,0,0
관잦 아들친다 먹이주지마라,0,0,0,0,0,0,1,0,0,0
와... 와..... 와아......,0,0,0,0,0,0,0,1,0,0
저넘만 사기일까? 목사라고 떠드는 사람들 다 조사해보면 비슷한것들 많이 나올듯... 그것도 모르고 그 사기꾼에 미처서 ... 한심하다 교인들,0,0,0,0,1,0,0,0,0,0
한국사람들도 핼조선이라 욕하는데 탈북자는 얼마나 힘들겠냐 이해해줘야지,0,0,0,0,0,0,0,1,0,0
갈라치기하려는 꼼수,0,0,0,0,0,0,1,0,0,0
90만장 ㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
벌써 기사떴노 ㅋㅋ 잔인하게 학대한 사진!! 이라고 올렸는데 하품하면 나오는 눈물 수준이라 모자이크 한거노 웃챙 ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
누가 선동한 걸까 진짜루 시발..,0,0,0,0,0,0,1,0,0,0
개웃기네 ㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
갓동대노이기야!!!,0,0,0,0,0,0,0,1,0,0
고생한다.,0,0,0,0,0,0,0,1,0,0
씨발 성님 좆뱀한테 잘못걸리셨네요 아마 여기저기 다 벌리고 다니는 허벌후장창놈일겁니다 그딴 새끼는 뚝배기 깨서 한강에 뿌리고 산삼보다 좋은 양국 남고삼자지나 따먹으로 가시죠^오^,0,0,0,0,0,0,0,0,0,1
뭐야 이 돼지새끼야 우리오빠 건드리지마이게 정상이지,0,0,0,0,0,0,1,0,0,0
쉿!! 그곳을 욕하지마!!,0,0,0,0,0,0,0,1,0,0
꾸러기냥이노,0,0,0,0,0,0,0,1,0,0
여기에 랜터카로 불법택시영업하는 타다도 포함돼는건가요 타다가잘돼면 택시넘버 달고 하면 돼는데 왜 불법으로 할가요 또수천억 투자는 누가했을가요 정부돈은 얼마나 들어갔을가요,0,0,0,0,0,0,0,1,0,0
교회만?? 목사님 수준이~~~~ 부끄러운줄 아세요,0,0,0,0,1,0,0,0,0,0
앙~재기띠하기전에 자지보여주고가!!!!,0,0,0,0,0,0,0,0,0,1
없이살수록 자격지심이 심해서 10원한푼도 손해안보려고하고 거지근성쩔음ㄹㅇ,0,0,0,0,0,1,0,0,0,0
그만좀 나대지. 내년총선나가지도 안을검서,0,0,0,0,0,0,1,0,0,0
이거 생각해보니 진짜 투신자살일까 하는 생각이 드노.. 강간하려다가 밀어서 떨어트린거 아니노...?,0,0,0,0,0,0,0,1,0,0
다문화좀 없애라 머한민국에 왔으면 머한민국에 맞춰 살껏이지 지들 꼴리는데로 살고 싶으면 지들 나라가서 살던가 ㅅㅂ,0,1,0,0,0,0,0,0,0,0
워념 발굴단 고맙노ㅋㅋㅋ익숙한 제목이 보여서 뭔가 했노,0,0,0,0,0,0,0,1,0,0
진주출신인데 경상도 아저씨들 정직한편인데 말 많고 오지랖 뒤짐 지나 잘 살지서울 올라오니 아저씨들 조용해서 좋은데 길 돌아감근데 요즘엔 네비 키고 가니 그런 일 거의 없더라,0,0,0,1,0,0,0,0,0,0
저능아 막무가내 박사모 틀딱들과 돈독오른 먹사새끼들의 노예인 신도들이 끊임없이 보수에 들러붙어 괴롭히는구나아주 상진드기가 붙어버렸어,0,0,1,0,1,0,0,0,0,0
뭐만하면 일재잔재 ㅋㅋ 우리 고유 말이 있었어야 일재 잔재지 근대 문면을 일본이 들여왔는데 당연히 대부분 일본식 단어가 정칙한거지,0,0,0,0,0,0,0,1,0,0
참 골때려,0,0,0,0,0,0,0,1,0,0
원래 남잔 후장개통을 하면 다 못벗어나게되어있다 냄져는 다 잠재적 게이임,1,0,0,0,0,0,0,0,0,1
은혜의 강 ? 코로나의 강이라 해라 개독들아,0,0,0,0,1,0,0,0,0,0
인권변호사라며 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
봐라 씨발 김치녀보다 더 시급하게 삼일한해야하는게 보빨남이다,0,0,0,0,0,0,0,0,0,1
검열 된 내용이 남자가 저녁에 무섭게 쫓아왔단 내용임. 여자가 남자 무섭다는 글쓰면 페미되는세상,0,0,0,0,0,0,0,1,0,0
남자 씨름선수 닮았다.,0,0,0,0,0,0,0,1,0,0
제발 나 주라고 메일 남겼음 아니면 돈줄게 진짜 필요해서그래****@gmail.com 메일보내놧어,0,0,0,0,0,0,0,1,0,0
이거 별거아닐꺼같죠? 대답잘못하면 이번 지선도 영향받아요 그러니 조심조심해야함 2030남자들지금 인내심이 폭발직전입니다.,0,0,0,0,0,0,0,1,0,0
감전될일있나,0,0,0,0,0,0,0,1,0,0
좋은글인데 사람 사람이랑 이쁘다 좀 수정해라 이쁘다말고 훤하다 관상좋다 등의 대체어를 생활화하자익이,0,0,0,0,0,0,0,1,0,0
고맙노 예시 유용하노,0,0,0,0,0,0,0,1,0,0
러시아인들은 무슨죄노 윾엒ㅋㅋㅋㅋㅋ러시아남 자적자보소 한남보단 훨씬 낫지만 양쇼남타보다 못하노 얼굴이 그냥 러시아상폐남임ㅋ 러시아 금발벽안 예쁘장한 양쇼남타가 나같이 생긴애들밖에 없는데 하면 ㅇㅈ,0,1,0,0,0,0,0,0,0,1
20년전 둘리 애니매이션이 리얼 커여움,0,0,0,0,0,0,0,1,0,0
치마입고 화장하는게 왜 여자가 된다는거임 그냥 치마입고 화장하는 남자가 되는거지 어느 시대인데 그냥 남자인채로 치마입고 화장해라 처음에야 주변에서 좀 놀라겠지만 곧 별 신경안쓴다,0,0,0,0,0,0,0,1,0,0
오징어 육지냐?,0,0,0,0,0,0,0,1,0,0
크흑 한국에 정상적인 여자가 언론에 실렸다... 2D지만...,0,0,0,0,0,0,0,0,0,1
개독이라 놀랍지 않다,0,0,0,0,1,0,0,0,0,0
수염존나안어울림,0,0,0,0,0,0,0,1,0,0
왜 존나 화가나노 정상이냐?,0,0,0,0,0,0,1,0,0,0
저거 넷상에서 존나 굽실대다가 한번 만나서 존나 패놓으면 어떻게되냐?,0,0,0,0,0,0,1,0,0,0
자적자 왕따로 죽은 거였으니 속이 시원한 거 아니겠노,0,0,0,0,0,0,0,0,0,1
조팔 저게 18년도 선진국에서 일어나는 일이라니 믿을수가없노 내조국 좆되기전에 무슬람 좆새끼들 막아야하노 전세계가 지구상 어디도없는 한남을 이긴 여혐좆들한테 정복당하게생겼노,0,1,0,0,0,0,0,0,1,1
북딱딱 기분딱!조타다같이 망해보자 이기야!!,0,0,0,0,0,0,1,0,0,0
농심김기춘백산수,0,0,0,0,0,0,0,1,0,0
너는 꼭 자서전 내야 하노 이북이라도 내야 하노,0,0,0,0,0,0,0,1,0,0
성별하고 상관없이 모두 사람은 하늘아래 평등하고 소중하다.라고 교육해야지 여자는 뭐 여자니 뭐 이런것 자체가 차별이다.,0,0,0,0,0,0,0,1,0,0
나 그냥 종교 자체가 싫어 ㅠ,0,0,0,0,1,0,0,0,0,0
간첩탈북자 제외하면 저게 정상반응이지 ㅋㅋ 자칫하면 뒈질수도있는데,0,0,0,0,0,0,1,0,0,0
명불허전 쌍도종자 ㅁㅊㅋㅋ,0,0,0,1,0,0,0,0,0,0
부사관 장교도 가지마 그럼 씨발,0,0,0,0,0,0,1,0,0,0
중량스쿼드로 다져진 다리에 숏스웻팬츠가 진리,0,0,0,0,0,0,0,1,0,0
교인으로서부끄러운 현실입니다 하나님어떻게뵐려고,0,0,0,0,0,0,1,0,0,0
"ㅋㅋㅋㅋ한국국적을가진 냄져라서 한남이라 부르는데 ""뭬야..??"" 하고 자들거리는 서열 ㅆㅆㅆㅆㅎㅌㅊ 개사료로도 못쓰는 한남들은 생리로 태어났어야wwwwwwwww",0,0,0,0,0,0,0,0,0,1
모든걸 피해의식에 기반해서 생각하네,0,0,0,0,0,0,1,0,0,0
웅앵웅앵..페미무쪄워용웅앵웅앵... 어휴..ㅂㅅ..,0,0,0,0,0,0,1,0,0,0
외모는 정말로 백인미만잡이구나,0,1,0,0,0,0,0,0,0,0
모든걸 알게된 기분인걸~,0,0,0,0,0,0,0,1,0,0
네 개 다녀왔노.,0,0,0,0,0,0,0,1,0,0
성소수자 어쩌고 우리에게 강요하지마라. 좋으면 너네끼리 숨어서 해. 이해해달라는지 ㅡㅡ,1,0,0,0,0,0,0,0,0,0
아 내가 181이다^^7,0,0,0,0,0,0,0,1,0,0
우리 보영이외에는 관심없다,0,0,0,0,0,0,0,1,0,0
트젠새끼도 페미인거 아냐?최한빛 그새끼 사상 완전 페미나치 그자체임 ㅋㅋㅋ,1,0,0,0,0,0,0,0,1,1
아니저게뭐꼬오오오오오오오,0,0,0,0,0,0,0,1,0,0
마누라 = 임마 누워라 이뜻아님?? 봊나 듣기 시름 아내가 꽁씹용 대기조냐?,0,0,0,0,0,0,0,0,0,1
첫짤이랑 동일인물이라고?,0,0,0,0,0,0,0,1,0,0
